observation_id,timestamp,observer_id,src_ip,src_port,dst_ip,dst_port,txid,message_type,peer_id,connection_id,propagation_delay_ms,direction,sequence_number
OBS0001028,2025-10-14T17:52:23.273924,N0003,192.0.2.139,8333,192.0.2.65,8333,e613f692998ac364095d92ed1025617fedb47279d9f7726a8b2eaea5c12271e6,inv,N0075,,52.363,inbound,1
OBS0001029,2025-10-14T17:52:23.307245,N0109,203.0.113.168,8333,203.0.113.127,8333,e613f692998ac364095d92ed1025617fedb47279d9f7726a8b2eaea5c12271e6,inv,N0010,,85.684,inbound,2
OBS0001030,2025-10-14T17:52:23.316394,N0136,192.0.2.194,8333,198.51.100.11,8333,e613f692998ac364095d92ed1025617fedb47279d9f7726a8b2eaea5c12271e6,inv,N0012,,94.833,inbound,3
OBS0001031,2025-10-14T17:52:23.322009,N0088,203.0.113.25,8333,192.0.2.216,8000,e613f692998ac364095d92ed1025617fedb47279d9f7726a8b2eaea5c12271e6,inv,N0008,,100.448,inbound,4
OBS0001032,2025-10-14T17:52:23.344244,N0107,198.51.100.142,8333,198.51.100.184,8333,e613f692998ac364095d92ed1025617fedb47279d9f7726a8b2eaea5c12271e6,inv,N0006,,122.683,inbound,5
OBS0001033,2025-10-14T17:52:23.351667,N0094,192.0.2.242,8333,203.0.113.176,8333,e613f692998ac364095d92ed1025617fedb47279d9f7726a8b2eaea5c12271e6,inv,N0113,,130.106,inbound,6
OBS0001034,2025-10-14T17:52:25.205821,N0003,203.0.113.190,8333,192.0.2.65,8333,6c6e5827196a009a868e4875bca8b34cf71c54a5311d7350d196ee45f9c86df2,inv,N0029,,38.968,inbound,1
OBS0001035,2025-10-14T17:52:25.240062,N0125,192.0.2.252,8333,203.0.113.219,18333,6c6e5827196a009a868e4875bca8b34cf71c54a5311d7350d196ee45f9c86df2,inv,N0004,,73.209,inbound,2
OBS0001036,2025-10-14T17:52:25.242133,N0088,198.51.100.177,8333,192.0.2.216,8000,6c6e5827196a009a868e4875bca8b34cf71c54a5311d7350d196ee45f9c86df2,inv,N0026,,75.28,inbound,3
OBS0001037,2025-10-14T17:52:25.250008,N0017,203.0.113.168,8333,203.0.113.8,18333,6c6e5827196a009a868e4875bca8b34cf71c54a5311d7350d196ee45f9c86df2,inv,N0010,,83.155,inbound,4
OBS0001038,2025-10-14T17:52:25.259809,N0129,203.0.113.168,8333,198.51.100.205,8333,6c6e5827196a009a868e4875bca8b34cf71c54a5311d7350d196ee45f9c86df2,inv,N0010,,92.956,inbound,5
OBS0001039,2025-10-14T17:52:25.261292,N0087,203.0.113.128,8333,198.51.100.122,8333,6c6e5827196a009a868e4875bca8b34cf71c54a5311d7350d196ee45f9c86df2,inv,N0048,,94.439,inbound,6
OBS0001040,2025-10-14T17:52:25.279564,N0107,198.51.100.154,8334,198.51.100.184,8333,6c6e5827196a009a868e4875bca8b34cf71c54a5311d7350d196ee45f9c86df2,inv,N0085,,112.711,inbound,7
OBS0001041,2025-10-14T17:52:25.279951,N0109,203.0.113.7,8333,203.0.113.127,8333,6c6e5827196a009a868e4875bca8b34cf71c54a5311d7350d196ee45f9c86df2,inv,N0070,,113.098,inbound,8
OBS0001042,2025-10-14T17:52:27.166477,N0003,203.0.113.190,8333,192.0.2.65,8333,30744f245ab605909fb041b8e57a2ece70d363a2402c11b445e93203dae8ae2b,inv,N0029,,53.879,inbound,1
OBS0001043,2025-10-14T17:52:27.166536,N0125,203.0.113.154,8333,203.0.113.219,18333,30744f245ab605909fb041b8e57a2ece70d363a2402c11b445e93203dae8ae2b,inv,N0097,,53.938,inbound,2
OBS0001044,2025-10-14T17:52:27.169250,N0136,192.0.2.194,8333,198.51.100.11,8333,30744f245ab605909fb041b8e57a2ece70d363a2402c11b445e93203dae8ae2b,inv,N0012,,56.652,inbound,3
OBS0001045,2025-10-14T17:52:27.177405,N0107,198.51.100.154,8334,198.51.100.184,8333,30744f245ab605909fb041b8e57a2ece70d363a2402c11b445e93203dae8ae2b,inv,N0085,,64.807,inbound,4
OBS0001046,2025-10-14T17:52:27.178916,N0094,198.51.100.9,8333,203.0.113.176,8333,30744f245ab605909fb041b8e57a2ece70d363a2402c11b445e93203dae8ae2b,inv,N0067,,66.318,inbound,5
OBS0001047,2025-10-14T17:52:27.189448,N0129,203.0.113.168,8333,198.51.100.205,8333,30744f245ab605909fb041b8e57a2ece70d363a2402c11b445e93203dae8ae2b,inv,N0010,,76.85,inbound,6
OBS0001048,2025-10-14T17:52:27.197964,N0087,203.0.113.128,8333,198.51.100.122,8333,30744f245ab605909fb041b8e57a2ece70d363a2402c11b445e93203dae8ae2b,inv,N0048,,85.366,inbound,7
OBS0001049,2025-10-14T17:52:27.212144,N0088,203.0.113.25,8333,192.0.2.216,8000,30744f245ab605909fb041b8e57a2ece70d363a2402c11b445e93203dae8ae2b,inv,N0008,,99.546,inbound,8
OBS0001050,2025-10-14T17:52:27.238827,N0109,203.0.113.168,8333,203.0.113.127,8333,30744f245ab605909fb041b8e57a2ece70d363a2402c11b445e93203dae8ae2b,inv,N0010,,126.229,inbound,9
OBS0001051,2025-10-14T17:52:29.123828,N0003,203.0.113.190,8333,192.0.2.65,8333,4c755317c40edb97f309f4ebbacb117a644e577a23dcc7fba7e129a842d7db98,inv,N0029,,67.052,inbound,1
OBS0001052,2025-10-14T17:52:29.125528,N0109,203.0.113.168,8333,203.0.113.127,8333,4c755317c40edb97f309f4ebbacb117a644e577a23dcc7fba7e129a842d7db98,inv,N0010,,68.752,inbound,2
OBS0001053,2025-10-14T17:52:29.152245,N0087,192.0.2.89,8333,198.51.100.122,8333,4c755317c40edb97f309f4ebbacb117a644e577a23dcc7fba7e129a842d7db98,inv,N0007,,95.469,inbound,3
OBS0001054,2025-10-14T17:52:29.152947,N0107,198.51.100.142,8333,198.51.100.184,8333,4c755317c40edb97f309f4ebbacb117a644e577a23dcc7fba7e129a842d7db98,inv,N0006,,96.171,inbound,4
OBS0001055,2025-10-14T17:52:29.157324,N0017,192.0.2.138,8333,203.0.113.8,18333,4c755317c40edb97f309f4ebbacb117a644e577a23dcc7fba7e129a842d7db98,inv,N0005,,100.548,inbound,5
OBS0001056,2025-10-14T17:52:29.164660,N0125,192.0.2.252,8333,203.0.113.219,18333,4c755317c40edb97f309f4ebbacb117a644e577a23dcc7fba7e129a842d7db98,inv,N0004,,107.884,inbound,6
OBS0001057,2025-10-14T17:52:29.172207,N0129,192.0.2.181,8333,198.51.100.205,8333,4c755317c40edb97f309f4ebbacb117a644e577a23dcc7fba7e129a842d7db98,inv,N0001,,115.431,inbound,7
OBS0001058,2025-10-14T17:52:29.185762,N0094,198.51.100.9,8333,203.0.113.176,8333,4c755317c40edb97f309f4ebbacb117a644e577a23dcc7fba7e129a842d7db98,inv,N0067,,128.986,inbound,8
OBS0001059,2025-10-14T17:52:29.240126,N0088,198.51.100.223,8333,192.0.2.216,8000,4c755317c40edb97f309f4ebbacb117a644e577a23dcc7fba7e129a842d7db98,inv,N0018,,183.35,inbound,9
OBS0001060,2025-10-14T17:52:30.911993,N0109,203.0.113.168,8333,203.0.113.127,8333,0f61a373baa5b852ff891d19086d67ce8b97b4f3477969aaae7aeff5eabd80b4,inv,N0010,,10.895,inbound,1
OBS0001061,2025-10-14T17:52:30.942337,N0003,203.0.113.28,8333,192.0.2.65,8333,0f61a373baa5b852ff891d19086d67ce8b97b4f3477969aaae7aeff5eabd80b4,inv,N0000,,41.239,inbound,2
OBS0001062,2025-10-14T17:52:30.951183,N0094,203.0.113.28,8333,203.0.113.176,8333,0f61a373baa5b852ff891d19086d67ce8b97b4f3477969aaae7aeff5eabd80b4,inv,N0000,,50.085,inbound,3
OBS0001063,2025-10-14T17:52:30.967515,N0129,192.0.2.181,8333,198.51.100.205,8333,0f61a373baa5b852ff891d19086d67ce8b97b4f3477969aaae7aeff5eabd80b4,inv,N0001,,66.417,inbound,4
OBS0001064,2025-10-14T17:52:30.971180,N0087,203.0.113.112,8333,198.51.100.122,8333,0f61a373baa5b852ff891d19086d67ce8b97b4f3477969aaae7aeff5eabd80b4,inv,N0014,,70.082,inbound,5
OBS0001065,2025-10-14T17:52:30.977374,N0088,203.0.113.25,8333,192.0.2.216,8000,0f61a373baa5b852ff891d19086d67ce8b97b4f3477969aaae7aeff5eabd80b4,inv,N0008,,76.276,inbound,6
OBS0001066,2025-10-14T17:52:30.982768,N0125,203.0.113.154,8333,203.0.113.219,18333,0f61a373baa5b852ff891d19086d67ce8b97b4f3477969aaae7aeff5eabd80b4,inv,N0097,,81.67,inbound,7
OBS0001067,2025-10-14T17:52:30.984066,N0017,203.0.113.112,8333,203.0.113.8,18333,0f61a373baa5b852ff891d19086d67ce8b97b4f3477969aaae7aeff5eabd80b4,inv,N0014,,82.968,inbound,8
OBS0001068,2025-10-14T17:52:31.013012,N0136,192.0.2.9,8333,198.51.100.11,8333,0f61a373baa5b852ff891d19086d67ce8b97b4f3477969aaae7aeff5eabd80b4,inv,N0034,,111.914,inbound,9
OBS0001069,2025-10-14T17:52:32.887540,N0087,192.0.2.89,8333,198.51.100.122,8333,825bc971152dfb3d8904f0f9a509711011361fd3bd322639ddbd3315cafc8807,inv,N0007,,40.859,inbound,1
OBS0001070,2025-10-14T17:52:32.897739,N0003,192.0.2.139,8333,192.0.2.65,8333,825bc971152dfb3d8904f0f9a509711011361fd3bd322639ddbd3315cafc8807,inv,N0075,,51.058,inbound,2
OBS0001071,2025-10-14T17:52:32.910801,N0088,198.51.100.177,8333,192.0.2.216,8000,825bc971152dfb3d8904f0f9a509711011361fd3bd322639ddbd3315cafc8807,inv,N0026,,64.12,inbound,3
OBS0001072,2025-10-14T17:52:32.915052,N0109,203.0.113.168,8333,203.0.113.127,8333,825bc971152dfb3d8904f0f9a509711011361fd3bd322639ddbd3315cafc8807,inv,N0010,,68.371,inbound,4
OBS0001073,2025-10-14T17:52:32.918414,N0107,203.0.113.235,8333,198.51.100.184,8333,825bc971152dfb3d8904f0f9a509711011361fd3bd322639ddbd3315cafc8807,inv,N0056,,71.733,inbound,5
OBS0001074,2025-10-14T17:52:32.938405,N0094,192.0.2.242,8333,203.0.113.176,8333,825bc971152dfb3d8904f0f9a509711011361fd3bd322639ddbd3315cafc8807,inv,N0113,,91.724,inbound,6
OBS0001075,2025-10-14T17:52:34.146315,N0125,203.0.113.154,8333,203.0.113.219,18333,b2ac5b4c00073dfcb35e589d5cc62796adcb944036458fb8f3881ff3753f06eb,inv,N0097,,67.082,inbound,1
OBS0001076,2025-10-14T17:52:34.157169,N0088,198.51.100.223,8333,192.0.2.216,8000,b2ac5b4c00073dfcb35e589d5cc62796adcb944036458fb8f3881ff3753f06eb,inv,N0018,,77.936,inbound,2
OBS0001077,2025-10-14T17:52:34.173216,N0107,198.51.100.142,8333,198.51.100.184,8333,b2ac5b4c00073dfcb35e589d5cc62796adcb944036458fb8f3881ff3753f06eb,inv,N0006,,93.983,inbound,3
OBS0001078,2025-10-14T17:52:34.181736,N0109,203.0.113.7,8333,203.0.113.127,8333,b2ac5b4c00073dfcb35e589d5cc62796adcb944036458fb8f3881ff3753f06eb,inv,N0070,,102.503,inbound,4
OBS0001079,2025-10-14T17:52:34.182003,N0129,203.0.113.168,8333,198.51.100.205,8333,b2ac5b4c00073dfcb35e589d5cc62796adcb944036458fb8f3881ff3753f06eb,inv,N0010,,102.77,inbound,5
OBS0001080,2025-10-14T17:52:34.199424,N0087,192.0.2.89,8333,198.51.100.122,8333,b2ac5b4c00073dfcb35e589d5cc62796adcb944036458fb8f3881ff3753f06eb,inv,N0007,,120.191,inbound,6
OBS0001081,2025-10-14T17:52:35.438124,N0017,203.0.113.168,8333,203.0.113.8,18333,467483109f7849ee2b3b0116350197a41d854dde64b770e4012cab1ece461330,inv,N0010,,30.917,inbound,1
OBS0001082,2025-10-14T17:52:35.468170,N0109,203.0.113.168,8333,203.0.113.127,8333,467483109f7849ee2b3b0116350197a41d854dde64b770e4012cab1ece461330,inv,N0010,,60.963,inbound,2
OBS0001083,2025-10-14T17:52:35.470040,N0129,203.0.113.168,8333,198.51.100.205,8333,467483109f7849ee2b3b0116350197a41d854dde64b770e4012cab1ece461330,inv,N0010,,62.833,inbound,3
OBS0001084,2025-10-14T17:52:35.498172,N0125,203.0.113.154,8333,203.0.113.219,18333,467483109f7849ee2b3b0116350197a41d854dde64b770e4012cab1ece461330,inv,N0097,,90.965,inbound,4
OBS0001085,2025-10-14T17:52:35.535716,N0107,198.51.100.142,8333,198.51.100.184,8333,467483109f7849ee2b3b0116350197a41d854dde64b770e4012cab1ece461330,inv,N0006,,128.509,inbound,5
OBS0001086,2025-10-14T17:52:35.539358,N0094,192.0.2.242,8333,203.0.113.176,8333,467483109f7849ee2b3b0116350197a41d854dde64b770e4012cab1ece461330,inv,N0113,,132.151,inbound,6
OBS0001087,2025-10-14T17:52:37.300286,N0017,192.0.2.138,8333,203.0.113.8,18333,8083da0653160807a8f8e208a1f477a0a0da41b6949f1b103b52e82dacbc2e20,inv,N0005,,48.067,inbound,1
OBS0001088,2025-10-14T17:52:37.319091,N0003,203.0.113.190,8333,192.0.2.65,8333,8083da0653160807a8f8e208a1f477a0a0da41b6949f1b103b52e82dacbc2e20,inv,N0029,,66.872,inbound,2
OBS0001089,2025-10-14T17:52:37.321558,N0094,192.0.2.242,8333,203.0.113.176,8333,8083da0653160807a8f8e208a1f477a0a0da41b6949f1b103b52e82dacbc2e20,inv,N0113,,69.339,inbound,3
OBS0001090,2025-10-14T17:52:37.331638,N0129,203.0.113.168,8333,198.51.100.205,8333,8083da0653160807a8f8e208a1f477a0a0da41b6949f1b103b52e82dacbc2e20,inv,N0010,,79.419,inbound,4
OBS0001091,2025-10-14T17:52:37.338338,N0087,203.0.113.112,8333,198.51.100.122,8333,8083da0653160807a8f8e208a1f477a0a0da41b6949f1b103b52e82dacbc2e20,inv,N0014,,86.119,inbound,5
OBS0001092,2025-10-14T17:52:37.349389,N0109,203.0.113.7,8333,203.0.113.127,8333,8083da0653160807a8f8e208a1f477a0a0da41b6949f1b103b52e82dacbc2e20,inv,N0070,,97.17,inbound,6
OBS0001093,2025-10-14T17:52:37.349685,N0125,192.0.2.252,8333,203.0.113.219,18333,8083da0653160807a8f8e208a1f477a0a0da41b6949f1b103b52e82dacbc2e20,inv,N0004,,97.466,inbound,7
OBS0001094,2025-10-14T17:52:37.371255,N0088,203.0.113.25,8333,192.0.2.216,8000,8083da0653160807a8f8e208a1f477a0a0da41b6949f1b103b52e82dacbc2e20,inv,N0008,,119.036,inbound,8
OBS0001095,2025-10-14T17:52:37.375239,N0107,198.51.100.154,8334,198.51.100.184,8333,8083da0653160807a8f8e208a1f477a0a0da41b6949f1b103b52e82dacbc2e20,inv,N0085,,123.02,inbound,9
OBS0001096,2025-10-14T17:52:37.379832,N0136,198.51.100.191,8333,198.51.100.11,8333,8083da0653160807a8f8e208a1f477a0a0da41b6949f1b103b52e82dacbc2e20,inv,N0146,,127.613,inbound,10
OBS0001097,2025-10-14T17:52:38.514372,N0003,203.0.113.190,8333,192.0.2.65,8333,bd0547f54e2965b500a4cc3066777c99c8dd4a61d1c2a64a3dbb1b371c7e1db7,inv,N0029,,34.761,inbound,1
OBS0001098,2025-10-14T17:52:38.529907,N0003,203.0.113.190,8333,192.0.2.65,8333,bd0547f54e2965b500a4cc3066777c99c8dd4a61d1c2a64a3dbb1b371c7e1db7,tx,N0029,,50.296,inbound,2
OBS0001099,2025-10-14T17:52:38.548970,N0003,203.0.113.190,8333,192.0.2.65,8333,bd0547f54e2965b500a4cc3066777c99c8dd4a61d1c2a64a3dbb1b371c7e1db7,tx,N0029,,69.359,inbound,3
OBS0001100,2025-10-14T17:52:38.550123,N0003,203.0.113.190,8333,192.0.2.65,8333,bd0547f54e2965b500a4cc3066777c99c8dd4a61d1c2a64a3dbb1b371c7e1db7,tx,N0029,,70.511,inbound,4
OBS0001101,2025-10-14T17:52:38.531166,N0125,203.0.113.154,8333,203.0.113.219,18333,bd0547f54e2965b500a4cc3066777c99c8dd4a61d1c2a64a3dbb1b371c7e1db7,inv,N0097,,51.555,inbound,5
OBS0001102,2025-10-14T17:52:38.532983,N0088,198.51.100.177,8333,192.0.2.216,8000,bd0547f54e2965b500a4cc3066777c99c8dd4a61d1c2a64a3dbb1b371c7e1db7,inv,N0026,,53.372,inbound,6
OBS0001103,2025-10-14T17:52:38.533354,N0136,192.0.2.194,8333,198.51.100.11,8333,bd0547f54e2965b500a4cc3066777c99c8dd4a61d1c2a64a3dbb1b371c7e1db7,inv,N0012,,53.743,inbound,7
OBS0001104,2025-10-14T17:52:38.534300,N0109,203.0.113.7,8333,203.0.113.127,8333,bd0547f54e2965b500a4cc3066777c99c8dd4a61d1c2a64a3dbb1b371c7e1db7,inv,N0070,,54.689,inbound,8
OBS0001105,2025-10-14T17:52:38.546730,N0129,203.0.113.168,8333,198.51.100.205,8333,bd0547f54e2965b500a4cc3066777c99c8dd4a61d1c2a64a3dbb1b371c7e1db7,inv,N0010,,67.119,inbound,9
OBS0001106,2025-10-14T17:52:38.566114,N0094,198.51.100.9,8333,203.0.113.176,8333,bd0547f54e2965b500a4cc3066777c99c8dd4a61d1c2a64a3dbb1b371c7e1db7,inv,N0067,,86.503,inbound,10
OBS0001107,2025-10-14T17:52:38.568132,N0087,203.0.113.112,8333,198.51.100.122,8333,bd0547f54e2965b500a4cc3066777c99c8dd4a61d1c2a64a3dbb1b371c7e1db7,inv,N0014,,88.521,inbound,11
OBS0001108,2025-10-14T17:52:38.572860,N0017,192.0.2.138,8333,203.0.113.8,18333,bd0547f54e2965b500a4cc3066777c99c8dd4a61d1c2a64a3dbb1b371c7e1db7,inv,N0005,,93.249,inbound,12
OBS0001109,2025-10-14T17:52:41.312695,N0125,192.0.2.252,8333,203.0.113.219,18333,edc8ce5a1bb70ba00336f6a7f86b91a7e42d395c2b397f8223b36b29b5be7dbc,inv,N0004,,64.739,inbound,1
OBS0001110,2025-10-14T17:52:41.328974,N0003,203.0.113.112,8333,192.0.2.65,8333,edc8ce5a1bb70ba00336f6a7f86b91a7e42d395c2b397f8223b36b29b5be7dbc,inv,N0014,,81.018,inbound,2
OBS0001111,2025-10-14T17:52:41.339524,N0136,192.0.2.9,8333,198.51.100.11,8333,edc8ce5a1bb70ba00336f6a7f86b91a7e42d395c2b397f8223b36b29b5be7dbc,inv,N0034,,91.568,inbound,3
OBS0001112,2025-10-14T17:52:41.346542,N0017,192.0.2.138,8333,203.0.113.8,18333,edc8ce5a1bb70ba00336f6a7f86b91a7e42d395c2b397f8223b36b29b5be7dbc,inv,N0005,,98.586,inbound,4
OBS0001113,2025-10-14T17:52:41.347907,N0094,192.0.2.242,8333,203.0.113.176,8333,edc8ce5a1bb70ba00336f6a7f86b91a7e42d395c2b397f8223b36b29b5be7dbc,inv,N0113,,99.951,inbound,5
OBS0001114,2025-10-14T17:52:41.354672,N0087,203.0.113.112,8333,198.51.100.122,8333,edc8ce5a1bb70ba00336f6a7f86b91a7e42d395c2b397f8223b36b29b5be7dbc,inv,N0014,,106.716,inbound,6
OBS0001115,2025-10-14T17:52:41.360577,N0109,203.0.113.7,8333,203.0.113.127,8333,edc8ce5a1bb70ba00336f6a7f86b91a7e42d395c2b397f8223b36b29b5be7dbc,inv,N0070,,112.621,inbound,7
OBS0001116,2025-10-14T17:52:41.372081,N0107,198.51.100.154,8334,198.51.100.184,8333,edc8ce5a1bb70ba00336f6a7f86b91a7e42d395c2b397f8223b36b29b5be7dbc,inv,N0085,,124.125,inbound,8
OBS0001117,2025-10-14T17:52:43.321018,N0125,203.0.113.154,8333,203.0.113.219,18333,26c4583788241b3a8cba77c680720588ccd22c8f14c1219796417610bb6d4549,inv,N0097,,29.469,inbound,1
OBS0001118,2025-10-14T17:52:43.362669,N0109,203.0.113.7,8333,203.0.113.127,8333,26c4583788241b3a8cba77c680720588ccd22c8f14c1219796417610bb6d4549,inv,N0070,,71.12,inbound,2
OBS0001119,2025-10-14T17:52:43.380348,N0094,192.0.2.181,8333,203.0.113.176,8333,26c4583788241b3a8cba77c680720588ccd22c8f14c1219796417610bb6d4549,inv,N0001,,88.799,inbound,3
OBS0001120,2025-10-14T17:52:43.386493,N0017,192.0.2.138,8333,203.0.113.8,18333,26c4583788241b3a8cba77c680720588ccd22c8f14c1219796417610bb6d4549,inv,N0005,,94.944,inbound,4
OBS0001121,2025-10-14T17:52:43.393379,N0136,192.0.2.194,8333,198.51.100.11,8333,26c4583788241b3a8cba77c680720588ccd22c8f14c1219796417610bb6d4549,inv,N0012,,101.83,inbound,5
OBS0001122,2025-10-14T17:52:43.413140,N0107,198.51.100.142,8333,198.51.100.184,8333,26c4583788241b3a8cba77c680720588ccd22c8f14c1219796417610bb6d4549,inv,N0006,,121.591,inbound,6
OBS0001123,2025-10-14T17:52:45.344447,N0107,198.51.100.142,8333,198.51.100.184,8333,2d6bc7ca1f8e2100af60f7109315a84b8cbc67ad4d0265e368cbc82e3a07a1d4,inv,N0006,,98.396,inbound,1
OBS0001124,2025-10-14T17:52:45.346368,N0125,203.0.113.154,8333,203.0.113.219,18333,2d6bc7ca1f8e2100af60f7109315a84b8cbc67ad4d0265e368cbc82e3a07a1d4,inv,N0097,,100.317,inbound,2
OBS0001125,2025-10-14T17:52:45.346629,N0003,203.0.113.24,8333,192.0.2.65,8333,2d6bc7ca1f8e2100af60f7109315a84b8cbc67ad4d0265e368cbc82e3a07a1d4,inv,N0081,,100.578,inbound,3
OBS0001126,2025-10-14T17:52:45.375430,N0094,203.0.113.28,8333,203.0.113.176,8333,2d6bc7ca1f8e2100af60f7109315a84b8cbc67ad4d0265e368cbc82e3a07a1d4,inv,N0000,,129.379,inbound,4
OBS0001127,2025-10-14T17:52:45.390453,N0088,198.51.100.196,8333,192.0.2.216,8000,2d6bc7ca1f8e2100af60f7109315a84b8cbc67ad4d0265e368cbc82e3a07a1d4,inv,N0100,,144.402,inbound,5
OBS0001128,2025-10-14T17:52:45.395686,N0129,192.0.2.25,8333,198.51.100.205,8333,2d6bc7ca1f8e2100af60f7109315a84b8cbc67ad4d0265e368cbc82e3a07a1d4,inv,N0059,,149.635,inbound,6
OBS0001129,2025-10-14T17:52:45.416748,N0136,192.0.2.9,8333,198.51.100.11,8333,2d6bc7ca1f8e2100af60f7109315a84b8cbc67ad4d0265e368cbc82e3a07a1d4,inv,N0034,,170.697,inbound,7
OBS0001130,2025-10-14T17:52:46.890353,N0109,203.0.113.168,8333,203.0.113.127,8333,ca8acc6a3bd757c9da2e1e285139fb4add41c50c1ae4be7778d3f2febdbdc257,inv,N0010,,50.621,inbound,1
OBS0001131,2025-10-14T17:52:46.899757,N0003,203.0.113.190,8333,192.0.2.65,8333,ca8acc6a3bd757c9da2e1e285139fb4add41c50c1ae4be7778d3f2febdbdc257,inv,N0029,,60.025,inbound,2
OBS0001132,2025-10-14T17:52:46.905312,N0129,203.0.113.168,8333,198.51.100.205,8333,ca8acc6a3bd757c9da2e1e285139fb4add41c50c1ae4be7778d3f2febdbdc257,inv,N0010,,65.58,inbound,3
OBS0001133,2025-10-14T17:52:46.906285,N0017,203.0.113.168,8333,203.0.113.8,18333,ca8acc6a3bd757c9da2e1e285139fb4add41c50c1ae4be7778d3f2febdbdc257,inv,N0010,,66.553,inbound,4
OBS0001134,2025-10-14T17:52:46.913368,N0087,192.0.2.89,8333,198.51.100.122,8333,ca8acc6a3bd757c9da2e1e285139fb4add41c50c1ae4be7778d3f2febdbdc257,inv,N0007,,73.636,inbound,5
OBS0001135,2025-10-14T17:52:46.946813,N0094,192.0.2.181,8333,203.0.113.176,8333,ca8acc6a3bd757c9da2e1e285139fb4add41c50c1ae4be7778d3f2febdbdc257,inv,N0001,,107.081,inbound,6
OBS0001136,2025-10-14T17:52:46.969202,N0107,198.51.100.154,8334,198.51.100.184,8333,ca8acc6a3bd757c9da2e1e285139fb4add41c50c1ae4be7778d3f2febdbdc257,inv,N0085,,129.47,inbound,7
OBS0001137,2025-10-14T17:52:48.100368,N0125,198.51.100.138,18333,203.0.113.219,18333,5b369b548c066e617b88183591108dcdae7626d13f5fa2301f6443b69eb0eedb,inv,N0037,,96.75,inbound,1
OBS0001138,2025-10-14T17:52:48.123316,N0107,198.51.100.142,8333,198.51.100.184,8333,5b369b548c066e617b88183591108dcdae7626d13f5fa2301f6443b69eb0eedb,inv,N0006,,119.698,inbound,2
OBS0001139,2025-10-14T17:52:48.137071,N0109,203.0.113.168,8333,203.0.113.127,8333,5b369b548c066e617b88183591108dcdae7626d13f5fa2301f6443b69eb0eedb,inv,N0010,,133.453,inbound,3
OBS0001140,2025-10-14T17:52:48.150024,N0017,192.0.2.138,8333,203.0.113.8,18333,5b369b548c066e617b88183591108dcdae7626d13f5fa2301f6443b69eb0eedb,inv,N0005,,146.406,inbound,4
OBS0001141,2025-10-14T17:52:48.158610,N0088,198.51.100.177,8333,192.0.2.216,8000,5b369b548c066e617b88183591108dcdae7626d13f5fa2301f6443b69eb0eedb,inv,N0026,,154.992,inbound,5
OBS0001142,2025-10-14T17:52:49.180346,N0017,192.0.2.138,8333,203.0.113.8,18333,95e3c30442fff7d6bdd26add1371e3ef135dca425ba636c8af6bfa3571d29673,inv,N0005,,50.321,inbound,1
OBS0001143,2025-10-14T17:52:49.184113,N0125,203.0.113.154,8333,203.0.113.219,18333,95e3c30442fff7d6bdd26add1371e3ef135dca425ba636c8af6bfa3571d29673,inv,N0097,,54.088,inbound,2
OBS0001144,2025-10-14T17:52:49.194634,N0109,203.0.113.7,8333,203.0.113.127,8333,95e3c30442fff7d6bdd26add1371e3ef135dca425ba636c8af6bfa3571d29673,inv,N0070,,64.609,inbound,3
OBS0001145,2025-10-14T17:52:49.197031,N0136,192.0.2.194,8333,198.51.100.11,8333,95e3c30442fff7d6bdd26add1371e3ef135dca425ba636c8af6bfa3571d29673,inv,N0012,,67.006,inbound,4
OBS0001146,2025-10-14T17:52:49.202883,N0107,198.51.100.154,8334,198.51.100.184,8333,95e3c30442fff7d6bdd26add1371e3ef135dca425ba636c8af6bfa3571d29673,inv,N0085,,72.858,inbound,5
OBS0001147,2025-10-14T17:52:49.211528,N0094,198.51.100.9,8333,203.0.113.176,8333,95e3c30442fff7d6bdd26add1371e3ef135dca425ba636c8af6bfa3571d29673,inv,N0067,,81.503,inbound,6
OBS0001148,2025-10-14T17:52:49.217266,N0129,192.0.2.181,8333,198.51.100.205,8333,95e3c30442fff7d6bdd26add1371e3ef135dca425ba636c8af6bfa3571d29673,inv,N0001,,87.241,inbound,7
OBS0001149,2025-10-14T17:52:49.220172,N0088,198.51.100.177,8333,192.0.2.216,8000,95e3c30442fff7d6bdd26add1371e3ef135dca425ba636c8af6bfa3571d29673,inv,N0026,,90.147,inbound,8
OBS0001150,2025-10-14T17:52:49.222562,N0087,203.0.113.112,8333,198.51.100.122,8333,95e3c30442fff7d6bdd26add1371e3ef135dca425ba636c8af6bfa3571d29673,inv,N0014,,92.537,inbound,9
OBS0001151,2025-10-14T17:52:52.128773,N0088,203.0.113.25,8333,192.0.2.216,8000,8717bbb380b31bcbbbc89e643352b829fe0c3e81bf98ea293d62187a6fc40603,inv,N0008,,29.666,inbound,1
OBS0001152,2025-10-14T17:52:52.163907,N0003,203.0.113.112,8333,192.0.2.65,8333,8717bbb380b31bcbbbc89e643352b829fe0c3e81bf98ea293d62187a6fc40603,inv,N0014,,64.8,inbound,2
OBS0001153,2025-10-14T17:52:52.192717,N0125,192.0.2.252,8333,203.0.113.219,18333,8717bbb380b31bcbbbc89e643352b829fe0c3e81bf98ea293d62187a6fc40603,inv,N0004,,93.61,inbound,3
