connection_id,timestamp_start,timestamp_end,src_node_id,dst_node_id,src_ip,dst_ip,src_port,dst_port,direction
CONN000193,2025-10-14T17:47:17.639075,2025-10-14T18:05:50.484634,N0026,N0009,198.51.100.177,198.51.100.59,40507,18333,outbound
CONN000194,2025-10-14T17:44:14.639075,2025-10-14T18:04:29.484634,N0042,N0009,192.0.2.243,198.51.100.59,3993,18333,outbound
CONN000195,2025-10-14T17:45:40.639075,2025-10-14T18:08:11.484634,N0009,N0057,198.51.100.59,198.51.100.39,35058,8333,outbound
CONN000196,2025-10-14T17:44:07.639075,2025-10-14T18:05:20.484634,N0009,N0105,198.51.100.59,192.0.2.165,22517,8333,outbound
CONN000197,2025-10-14T17:45:47.639075,2025-10-14T18:05:32.484634,N0138,N0009,192.0.2.191,198.51.100.59,26776,18333,outbound
CONN000198,2025-10-14T17:45:57.639075,2025-10-14T18:07:01.484634,N0017,N0010,203.0.113.8,203.0.113.168,34271,8333,outbound
CONN000199,2025-10-14T17:43:58.639075,2025-10-14T18:08:19.484634,N0019,N0010,192.0.2.37,203.0.113.168,47471,8333,outbound
CONN000200,2025-10-14T17:44:27.639075,2025-10-14T18:04:17.484634,N0023,N0010,198.51.100.82,203.0.113.168,25164,8333,outbound
CONN000201,2025-10-14T17:47:34.639075,2025-10-14T18:07:42.484634,N0010,N0024,203.0.113.168,203.0.113.124,39277,8333,outbound
CONN000202,2025-10-14T17:48:17.639075,2025-10-14T18:08:11.484634,N0010,N0040,203.0.113.168,192.0.2.79,18425,8333,outbound
CONN000203,2025-10-14T17:43:34.639075,2025-10-14T18:09:04.484634,N0048,N0010,203.0.113.128,203.0.113.168,15936,8333,outbound
CONN000204,2025-10-14T17:43:32.639075,2025-10-14T18:08:14.484634,N0053,N0010,203.0.113.141,203.0.113.168,12198,8333,outbound
CONN000205,2025-10-14T17:45:16.639075,2025-10-14T18:05:24.484634,N0060,N0010,203.0.113.133,203.0.113.168,54872,8333,outbound
CONN000206,2025-10-14T17:48:14.639075,2025-10-14T18:09:02.484634,N0063,N0010,203.0.113.203,203.0.113.168,63165,8333,outbound
CONN000207,2025-10-14T17:46:53.639075,2025-10-14T18:04:18.484634,N0066,N0010,198.51.100.248,203.0.113.168,29927,8333,outbound
CONN000208,2025-10-14T17:47:13.639075,2025-10-14T18:07:40.484634,N0010,N0095,203.0.113.168,203.0.113.100,46276,8000,outbound
CONN000209,2025-10-14T17:44:14.639075,2025-10-14T18:08:10.484634,N0010,N0098,203.0.113.168,192.0.2.185,58224,8334,outbound
CONN000210,2025-10-14T17:47:59.639075,2025-10-14T18:05:19.484634,N0109,N0010,203.0.113.127,203.0.113.168,35016,8333,outbound
CONN000211,2025-10-14T17:45:44.639075,2025-10-14T18:08:13.484634,N0010,N0112,203.0.113.168,203.0.113.23,35461,8333,outbound
CONN000212,2025-10-14T17:47:02.639075,2025-10-14T18:08:04.484634,N0010,N0114,203.0.113.168,192.0.2.3,60800,8333,outbound
CONN000213,2025-10-14T17:43:51.639075,2025-10-14T18:07:10.484634,N0129,N0010,198.51.100.205,203.0.113.168,45317,8333,outbound
CONN000214,2025-10-14T17:46:15.639075,2025-10-14T18:08:16.484634,N0090,N0011,203.0.113.118,198.51.100.100,13624,8333,outbound
CONN000215,2025-10-14T17:46:08.639075,2025-10-14T18:08:54.484634,N0100,N0011,198.51.100.196,198.51.100.100,20586,8333,outbound
CONN000216,2025-10-14T17:45:58.639075,2025-10-14T18:06:36.484634,N0011,N0104,198.51.100.100,203.0.113.29,47220,8333,outbound
CONN000217,2025-10-14T17:44:20.639075,2025-10-14T18:06:51.484634,N0011,N0127,198.51.100.100,198.51.100.237,32468,8333,outbound
CONN000218,2025-10-14T17:46:10.639075,2025-10-14T18:06:36.484634,N0012,N0015,192.0.2.194,192.0.2.106,9011,8333,outbound
CONN000219,2025-10-14T17:43:52.639075,2025-10-14T18:07:23.484634,N0022,N0012,203.0.113.101,192.0.2.194,59728,8333,outbound
CONN000220,2025-10-14T17:45:34.639075,2025-10-14T18:05:23.484634,N0029,N0012,203.0.113.190,192.0.2.194,20059,8333,outbound
CONN000221,2025-10-14T17:47:50.639075,2025-10-14T18:07:06.484634,N0012,N0046,192.0.2.194,198.51.100.202,61579,18333,outbound
CONN000222,2025-10-14T17:46:19.639075,2025-10-14T18:08:14.484634,N0012,N0047,192.0.2.194,203.0.113.145,15047,8333,outbound
CONN000223,2025-10-14T17:43:55.639075,2025-10-14T18:06:27.484634,N0012,N0050,192.0.2.194,198.51.100.15,62170,8333,outbound
CONN000224,2025-10-14T17:46:11.639075,2025-10-14T18:05:19.484634,N0051,N0012,198.51.100.238,192.0.2.194,8182,8333,outbound
CONN000225,2025-10-14T17:43:30.639075,2025-10-14T18:06:11.484634,N0055,N0012,198.51.100.169,192.0.2.194,16913,8333,outbound
CONN000226,2025-10-14T17:43:59.639075,2025-10-14T18:06:04.484634,N0012,N0068,192.0.2.194,192.0.2.34,42832,8333,outbound
CONN000227,2025-10-14T17:47:39.639075,2025-10-14T18:07:40.484634,N0012,N0097,192.0.2.194,203.0.113.154,22670,8333,outbound
CONN000228,2025-10-14T17:47:39.639075,2025-10-14T18:05:19.484634,N0098,N0012,192.0.2.185,192.0.2.194,1363,8333,outbound
CONN000229,2025-10-14T17:47:10.639075,2025-10-14T18:07:37.484634,N0099,N0012,203.0.113.228,192.0.2.194,43811,8333,outbound
CONN000230,2025-10-14T17:44:27.639075,2025-10-14T18:08:13.484634,N0101,N0012,198.51.100.128,192.0.2.194,43657,8333,outbound
CONN000231,2025-10-14T17:46:03.639075,2025-10-14T18:06:53.484634,N0012,N0128,192.0.2.194,198.51.100.116,19728,8333,outbound
CONN000232,2025-10-14T17:47:45.639075,2025-10-14T18:09:02.484634,N0136,N0012,198.51.100.11,192.0.2.194,16242,8333,outbound
CONN000233,2025-10-14T17:48:11.639075,2025-10-14T18:05:38.484634,N0143,N0012,198.51.100.222,192.0.2.194,28410,8333,outbound
CONN000234,2025-10-14T17:47:00.639075,2025-10-14T18:04:27.484634,N0148,N0012,203.0.113.9,192.0.2.194,55825,8333,outbound
CONN000235,2025-10-14T17:44:17.639075,2025-10-14T18:05:44.484634,N0013,N0035,192.0.2.93,203.0.113.82,62405,8333,outbound
CONN000236,2025-10-14T17:46:02.639075,2025-10-14T18:04:28.484634,N0059,N0013,192.0.2.25,192.0.2.93,1631,8333,outbound
CONN000237,2025-10-14T17:47:36.639075,2025-10-14T18:07:00.484634,N0013,N0079,192.0.2.93,203.0.113.62,19673,8333,outbound
CONN000238,2025-10-14T17:43:52.639075,2025-10-14T18:08:37.484634,N0013,N0097,192.0.2.93,203.0.113.154,33393,8333,outbound
CONN000239,2025-10-14T17:47:22.639075,2025-10-14T18:08:27.484634,N0122,N0013,203.0.113.26,192.0.2.93,31696,8333,outbound
CONN000240,2025-10-14T17:47:33.639075,2025-10-14T18:06:58.484634,N0014,N0016,203.0.113.112,192.0.2.248,11673,8333,outbound
CONN000241,2025-10-14T17:46:19.639075,2025-10-14T18:05:44.484634,N0017,N0014,203.0.113.8,203.0.113.112,1947,8333,outbound
CONN000242,2025-10-14T17:45:59.639075,2025-10-14T18:08:59.484634,N0027,N0014,203.0.113.191,203.0.113.112,45221,8333,outbound
CONN000243,2025-10-14T17:47:01.639075,2025-10-14T18:07:36.484634,N0030,N0014,198.51.100.187,203.0.113.112,55221,8333,outbound
CONN000244,2025-10-14T17:45:43.639075,2025-10-14T18:04:53.484634,N0014,N0032,203.0.113.112,203.0.113.56,27293,8333,outbound
CONN000245,2025-10-14T17:46:56.639075,2025-10-14T18:05:20.484634,N0048,N0014,203.0.113.128,203.0.113.112,32314,8333,outbound
CONN000246,2025-10-14T17:46:23.639075,2025-10-14T18:04:12.484634,N0014,N0059,203.0.113.112,192.0.2.25,18114,8333,outbound
CONN000247,2025-10-14T17:44:42.639075,2025-10-14T18:06:25.484634,N0014,N0087,203.0.113.112,198.51.100.122,63547,8333,outbound
CONN000248,2025-10-14T17:43:32.639075,2025-10-14T18:09:02.484634,N0014,N0103,203.0.113.112,203.0.113.49,1773,8333,outbound
CONN000249,2025-10-14T17:45:26.639075,2025-10-14T18:06:09.484634,N0014,N0115,203.0.113.112,203.0.113.243,5095,8333,outbound
CONN000250,2025-10-14T17:44:32.639075,2025-10-14T18:06:46.484634,N0149,N0014,203.0.113.75,203.0.113.112,11491,8333,outbound
CONN000251,2025-10-14T17:44:13.639075,2025-10-14T18:06:48.484634,N0015,N0089,192.0.2.106,203.0.113.245,46262,8333,outbound
CONN000252,2025-10-14T17:45:59.639075,2025-10-14T18:07:17.484634,N0015,N0113,192.0.2.106,192.0.2.242,41304,8333,outbound
CONN000253,2025-10-14T17:47:22.639075,2025-10-14T18:08:13.484634,N0015,N0114,192.0.2.106,192.0.2.3,11063,8333,outbound
CONN000254,2025-10-14T17:45:19.639075,2025-10-14T18:07:41.484634,N0015,N0134,192.0.2.106,203.0.113.146,47026,8333,outbound
CONN000255,2025-10-14T17:44:29.639075,2025-10-14T18:08:44.484634,N0022,N0016,203.0.113.101,192.0.2.248,53583,8333,outbound
CONN000256,2025-10-14T17:46:39.639075,2025-10-14T18:06:15.484634,N0028,N0016,203.0.113.54,192.0.2.248,45610,8333,outbound
CONN000257,2025-10-14T17:47:49.639075,2025-10-14T18:08:38.484634,N0048,N0016,203.0.113.128,192.0.2.248,30302,8333,outbound
CONN000258,2025-10-14T17:45:25.639075,2025-10-14T18:04:48.484634,N0053,N0016,203.0.113.141,192.0.2.248,61136,8333,outbound
CONN000259,2025-10-14T17:47:59.639075,2025-10-14T18:08:49.484634,N0061,N0016,198.51.100.224,192.0.2.248,60195,8333,outbound
CONN000260,2025-10-14T17:43:37.639075,2025-10-14T18:08:43.484634,N0066,N0016,198.51.100.248,192.0.2.248,10844,8333,outbound
CONN000261,2025-10-14T17:44:04.639075,2025-10-14T18:07:55.484634,N0016,N0102,192.0.2.248,198.51.100.190,8641,8333,outbound
CONN000262,2025-10-14T17:43:32.639075,2025-10-14T18:08:19.484634,N0106,N0016,192.0.2.175,192.0.2.248,6983,8333,outbound
CONN000263,2025-10-14T17:44:42.639075,2025-10-14T18:04:37.484634,N0116,N0016,192.0.2.75,192.0.2.248,30740,8333,outbound
CONN000264,2025-10-14T17:44:58.639075,2025-10-14T18:08:02.484634,N0016,N0121,192.0.2.248,198.51.100.139,37980,8433,outbound
CONN000265,2025-10-14T17:44:34.639075,2025-10-14T18:06:46.484634,N0016,N0126,192.0.2.248,203.0.113.215,48424,8333,outbound
CONN000266,2025-10-14T17:46:20.639075,2025-10-14T18:04:10.484634,N0016,N0135,192.0.2.248,203.0.113.213,49901,8333,outbound
CONN000267,2025-10-14T17:47:53.639075,2025-10-14T18:04:32.484634,N0018,N0088,198.51.100.223,192.0.2.216,28791,8000,outbound
CONN000268,2025-10-14T17:47:58.639075,2025-10-14T18:08:46.484634,N0018,N0091,198.51.100.223,203.0.113.230,4972,8333,outbound
CONN000269,2025-10-14T17:47:55.639075,2025-10-14T18:08:10.484634,N0127,N0018,198.51.100.237,198.51.100.223,3103,8333,outbound
CONN000270,2025-10-14T17:46:58.639075,2025-10-14T18:05:18.484634,N0019,N0033,192.0.2.37,203.0.113.77,51213,8333,outbound
CONN000271,2025-10-14T17:44:55.639075,2025-10-14T18:07:20.484634,N0052,N0019,192.0.2.6,192.0.2.37,59438,8333,outbound
CONN000272,2025-10-14T17:45:17.639075,2025-10-14T18:07:21.484634,N0019,N0076,192.0.2.37,192.0.2.213,6283,8333,outbound
CONN000273,2025-10-14T17:43:54.639075,2025-10-14T18:05:17.484634,N0090,N0019,203.0.113.118,192.0.2.37,43854,8333,outbound
CONN000274,2025-10-14T17:47:30.639075,2025-10-14T18:05:40.484634,N0023,N0020,198.51.100.82,198.51.100.207,36233,8333,outbound
CONN000275,2025-10-14T17:47:25.639075,2025-10-14T18:06:03.484634,N0020,N0073,198.51.100.207,198.51.100.156,55734,8333,outbound
CONN000276,2025-10-14T17:48:19.639075,2025-10-14T18:06:41.484634,N0020,N0121,198.51.100.207,198.51.100.139,31367,8433,outbound
CONN000277,2025-10-14T17:43:52.639075,2025-10-14T18:07:46.484634,N0140,N0020,203.0.113.139,198.51.100.207,35884,8333,outbound
CONN000278,2025-10-14T17:46:33.639075,2025-10-14T18:06:15.484634,N0020,N0145,198.51.100.207,192.0.2.150,31211,8333,outbound
CONN000279,2025-10-14T17:46:09.639075,2025-10-14T18:05:45.484634,N0021,N0069,203.0.113.92,192.0.2.199,62458,8333,outbound
CONN000280,2025-10-14T17:47:33.639075,2025-10-14T18:04:25.484634,N0027,N0022,203.0.113.191,203.0.113.101,54073,8333,outbound
CONN000281,2025-10-14T17:48:22.639075,2025-10-14T18:06:12.484634,N0031,N0022,192.0.2.14,203.0.113.101,14529,8333,outbound
CONN000282,2025-10-14T17:48:13.639075,2025-10-14T18:07:57.484634,N0022,N0034,203.0.113.101,192.0.2.9,40200,8333,outbound
CONN000283,2025-10-14T17:48:06.639075,2025-10-14T18:06:14.484634,N0045,N0022,203.0.113.18,203.0.113.101,49556,8333,outbound
CONN000284,2025-10-14T17:44:46.639075,2025-10-14T18:06:08.484634,N0022,N0068,203.0.113.101,192.0.2.34,36397,8333,outbound
CONN000285,2025-10-14T17:48:02.639075,2025-10-14T18:05:20.484634,N0022,N0071,203.0.113.101,198.51.100.67,34047,8333,outbound
CONN000286,2025-10-14T17:46:31.639075,2025-10-14T18:09:03.484634,N0092,N0022,203.0.113.251,203.0.113.101,21923,8333,outbound
CONN000287,2025-10-14T17:45:46.639075,2025-10-14T18:06:10.484634,N0093,N0022,203.0.113.178,203.0.113.101,20800,8333,outbound
CONN000288,2025-10-14T17:44:04.639075,2025-10-14T18:06:02.484634,N0122,N0022,203.0.113.26,203.0.113.101,28127,8333,outbound
CONN000289,2025-10-14T17:47:59.639075,2025-10-14T18:08:54.484634,N0022,N0148,203.0.113.101,203.0.113.9,63186,8333,outbound
CONN000290,2025-10-14T17:47:01.639075,2025-10-14T18:07:47.484634,N0057,N0023,198.51.100.39,198.51.100.82,37452,8333,outbound
CONN000291,2025-10-14T17:45:34.639075,2025-10-14T18:07:24.484634,N0023,N0076,198.51.100.82,192.0.2.213,52522,8333,outbound
CONN000292,2025-10-14T17:44:57.639075,2025-10-14T18:07:38.484634,N0137,N0023,203.0.113.88,198.51.100.82,10803,8333,outbound
CONN000293,2025-10-14T17:46:56.639075,2025-10-14T18:08:44.484634,N0023,N0149,198.51.100.82,203.0.113.75,32056,8334,outbound
CONN000294,2025-10-14T17:46:35.639075,2025-10-14T18:06:42.484634,N0024,N0039,203.0.113.124,192.0.2.16,57223,8333,outbound
CONN000295,2025-10-14T17:44:33.639075,2025-10-14T18:04:38.484634,N0137,N0024,203.0.113.88,203.0.113.124,37880,8333,outbound
CONN000296,2025-10-14T17:44:57.639075,2025-10-14T18:08:54.484634,N0025,N0026,198.51.100.74,198.51.100.177,35757,8333,outbound
CONN000297,2025-10-14T17:46:26.639075,2025-10-14T18:06:19.484634,N0025,N0036,198.51.100.74,192.0.2.10,14349,8433,outbound
CONN000298,2025-10-14T17:47:50.639075,2025-10-14T18:07:59.484634,N0025,N0045,198.51.100.74,203.0.113.18,56541,8334,outbound
CONN000299,2025-10-14T17:43:56.639075,2025-10-14T18:05:46.484634,N0025,N0047,198.51.100.74,203.0.113.145,4401,8333,outbound
CONN000300,2025-10-14T17:48:10.639075,2025-10-14T18:04:46.484634,N0025,N0060,198.51.100.74,203.0.113.133,13355,8333,outbound
CONN000301,2025-10-14T17:43:30.639075,2025-10-14T18:08:55.484634,N0065,N0025,192.0.2.178,198.51.100.74,15246,8333,outbound
CONN000302,2025-10-14T17:45:40.639075,2025-10-14T18:06:44.484634,N0025,N0082,198.51.100.74,198.51.100.12,63743,8334,outbound
CONN000303,2025-10-14T17:46:42.639075,2025-10-14T18:05:46.484634,N0084,N0025,192.0.2.237,198.51.100.74,64074,8333,outbound
CONN000304,2025-10-14T17:44:25.639075,2025-10-14T18:06:13.484634,N0104,N0025,203.0.113.29,198.51.100.74,46612,8333,outbound
CONN000305,2025-10-14T17:46:46.639075,2025-10-14T18:07:32.484634,N0115,N0025,203.0.113.243,198.51.100.74,60997,8333,outbound
CONN000306,2025-10-14T17:45:46.639075,2025-10-14T18:06:33.484634,N0025,N0121,198.51.100.74,198.51.100.139,25971,8433,outbound
CONN000307,2025-10-14T17:45:27.639075,2025-10-14T18:06:46.484634,N0026,N0028,198.51.100.177,203.0.113.54,18165,8333,outbound
CONN000308,2025-10-14T17:44:16.639075,2025-10-14T18:08:07.484634,N0026,N0036,198.51.100.177,192.0.2.10,7486,8433,outbound
CONN000309,2025-10-14T17:44:30.639075,2025-10-14T18:06:52.484634,N0073,N0026,198.51.100.156,198.51.100.177,60945,8333,outbound
CONN000310,2025-10-14T17:45:50.639075,2025-10-14T18:07:40.484634,N0026,N0088,198.51.100.177,192.0.2.216,4020,8000,outbound
CONN000311,2025-10-14T17:46:37.639075,2025-10-14T18:05:23.484634,N0136,N0026,198.51.100.11,198.51.100.177,2086,8333,outbound
CONN000312,2025-10-14T17:43:31.639075,2025-10-14T18:09:05.484634,N0026,N0147,198.51.100.177,192.0.2.125,48210,8333,outbound
CONN000313,2025-10-14T17:47:12.639075,2025-10-14T18:05:49.484634,N0027,N0037,203.0.113.191,198.51.100.138,22642,18333,outbound
CONN000314,2025-10-14T17:43:39.639075,2025-10-14T18:06:14.484634,N0027,N0038,203.0.113.191,192.0.2.172,33746,18333,outbound
CONN000315,2025-10-14T17:45:38.639075,2025-10-14T18:06:20.484634,N0080,N0027,192.0.2.102,203.0.113.191,51051,8333,outbound
CONN000316,2025-10-14T17:44:19.639075,2025-10-14T18:08:04.484634,N0042,N0029,192.0.2.243,203.0.113.190,12049,8333,outbound
CONN000317,2025-10-14T17:45:30.639075,2025-10-14T18:05:35.484634,N0063,N0029,203.0.113.203,203.0.113.190,10196,8333,outbound
CONN000318,2025-10-14T17:44:20.639075,2025-10-14T18:05:43.484634,N0070,N0029,203.0.113.7,203.0.113.190,61113,8333,outbound
CONN000319,2025-10-14T17:48:00.639075,2025-10-14T18:08:37.484634,N0101,N0029,198.51.100.128,203.0.113.190,3240,8333,outbound
CONN000320,2025-10-14T17:47:52.639075,2025-10-14T18:04:33.484634,N0117,N0029,192.0.2.230,203.0.113.190,51115,8333,outbound
CONN000321,2025-10-14T17:47:20.639075,2025-10-14T18:06:07.484634,N0029,N0123,203.0.113.190,198.51.100.253,5478,8333,outbound
CONN000322,2025-10-14T17:48:26.639075,2025-10-14T18:06:00.484634,N0141,N0029,198.51.100.37,203.0.113.190,34167,8333,outbound
CONN000323,2025-10-14T17:48:00.639075,2025-10-14T18:08:16.484634,N0029,N0147,203.0.113.190,192.0.2.125,44230,8333,outbound
CONN000324,2025-10-14T17:48:27.639075,2025-10-14T18:08:41.484634,N0030,N0032,198.51.100.187,203.0.113.56,37176,8333,outbound
CONN000325,2025-10-14T17:48:22.639075,2025-10-14T18:08:40.484634,N0030,N0054,198.51.100.187,198.51.100.97,48353,8333,outbound
CONN000326,2025-10-14T17:46:04.639075,2025-10-14T18:04:17.484634,N0030,N0131,198.51.100.187,192.0.2.222,33937,8333,outbound
CONN000327,2025-10-14T17:44:50.639075,2025-10-14T18:05:40.484634,N0143,N0030,198.51.100.222,198.51.100.187,8037,8333,outbound
CONN000328,2025-10-14T17:44:02.639075,2025-10-14T18:05:25.484634,N0067,N0031,198.51.100.9,192.0.2.14,16816,8333,outbound
CONN000329,2025-10-14T17:44:01.639075,2025-10-14T18:06:18.484634,N0031,N0084,192.0.2.14,192.0.2.237,54449,8333,outbound
CONN000330,2025-10-14T17:45:07.639075,2025-10-14T18:04:49.484634,N0031,N0100,192.0.2.14,198.51.100.196,25472,8333,outbound
CONN000331,2025-10-14T17:44:35.639075,2025-10-14T18:08:58.484634,N0055,N0033,198.51.100.169,203.0.113.77,16962,8333,outbound
CONN000332,2025-10-14T17:46:35.639075,2025-10-14T18:06:42.484634,N0145,N0033,192.0.2.150,203.0.113.77,45853,8333,outbound
CONN000333,2025-10-14T17:47:49.639075,2025-10-14T18:04:25.484634,N0035,N0034,203.0.113.82,192.0.2.9,7151,8333,outbound
CONN000334,2025-10-14T17:45:17.639075,2025-10-14T18:08:51.484634,N0034,N0037,192.0.2.9,198.51.100.138,32219,18333,outbound
CONN000335,2025-10-14T17:48:26.639075,2025-10-14T18:05:36.484634,N0034,N0040,192.0.2.9,192.0.2.79,6442,8333,outbound
CONN000336,2025-10-14T17:44:48.639075,2025-10-14T18:06:58.484634,N0034,N0052,192.0.2.9,192.0.2.6,38107,8333,outbound
CONN000337,2025-10-14T17:47:42.639075,2025-10-14T18:08:39.484634,N0063,N0034,203.0.113.203,192.0.2.9,61261,8333,outbound
CONN000338,2025-10-14T17:46:42.639075,2025-10-14T18:08:59.484634,N0034,N0064,192.0.2.9,192.0.2.59,32186,18333,outbound
CONN000339,2025-10-14T17:47:52.639075,2025-10-14T18:06:32.484634,N0034,N0102,192.0.2.9,198.51.100.190,59961,8333,outbound
CONN000340,2025-10-14T17:48:14.639075,2025-10-14T18:05:40.484634,N0136,N0034,198.51.100.11,192.0.2.9,61891,8333,outbound
CONN000341,2025-10-14T17:48:22.639075,2025-10-14T18:05:55.484634,N0139,N0034,192.0.2.208,192.0.2.9,39495,8333,outbound
CONN000342,2025-10-14T17:45:07.639075,2025-10-14T18:04:48.484634,N0034,N0141,192.0.2.9,198.51.100.37,20637,8333,outbound
CONN000343,2025-10-14T17:46:27.639075,2025-10-14T18:08:59.484634,N0036,N0042,192.0.2.10,192.0.2.243,55723,8333,outbound
CONN000344,2025-10-14T17:43:54.639075,2025-10-14T18:06:58.484634,N0078,N0037,192.0.2.201,198.51.100.138,26179,18333,outbound
CONN000345,2025-10-14T17:47:19.639075,2025-10-14T18:04:49.484634,N0108,N0037,198.51.100.228,198.51.100.138,33843,18333,outbound
CONN000346,2025-10-14T17:45:33.639075,2025-10-14T18:04:36.484634,N0125,N0037,203.0.113.219,198.51.100.138,7425,18333,outbound
CONN000347,2025-10-14T17:47:52.639075,2025-10-14T18:07:03.484634,N0037,N0131,198.51.100.138,192.0.2.222,40684,8333,outbound
CONN000348,2025-10-14T17:45:07.639075,2025-10-14T18:06:56.484634,N0124,N0038,198.51.100.229,192.0.2.172,2965,18333,outbound
CONN000349,2025-10-14T17:44:40.639075,2025-10-14T18:08:20.484634,N0139,N0038,192.0.2.208,192.0.2.172,15975,18333,outbound
CONN000350,2025-10-14T17:45:18.639075,2025-10-14T18:07:50.484634,N0039,N0041,192.0.2.16,203.0.113.249,13196,8333,outbound
CONN000351,2025-10-14T17:45:16.639075,2025-10-14T18:04:52.484634,N0079,N0039,203.0.113.62,192.0.2.16,51628,8333,outbound
CONN000352,2025-10-14T17:46:24.639075,2025-10-14T18:04:46.484634,N0049,N0041,198.51.100.108,203.0.113.249,6400,8333,outbound
CONN000353,2025-10-14T17:45:16.639075,2025-10-14T18:05:27.484634,N0041,N0065,203.0.113.249,192.0.2.178,49498,8333,outbound
CONN000354,2025-10-14T17:45:26.639075,2025-10-14T18:05:03.484634,N0042,N0081,192.0.2.243,203.0.113.24,7021,8333,outbound
CONN000355,2025-10-14T17:45:53.639075,2025-10-14T18:07:56.484634,N0042,N0110,192.0.2.243,203.0.113.37,24611,8333,outbound
CONN000356,2025-10-14T17:47:38.639075,2025-10-14T18:05:16.484634,N0059,N0043,192.0.2.25,203.0.113.52,6745,8333,outbound
CONN000357,2025-10-14T17:44:41.639075,2025-10-14T18:08:54.484634,N0043,N0109,203.0.113.52,203.0.113.127,37379,8333,outbound
CONN000358,2025-10-14T17:47:38.639075,2025-10-14T18:04:22.484634,N0054,N0044,198.51.100.97,192.0.2.151,6897,8333,outbound
CONN000359,2025-10-14T17:47:43.639075,2025-10-14T18:06:55.484634,N0044,N0110,192.0.2.151,203.0.113.37,57628,8333,outbound
CONN000360,2025-10-14T17:46:01.639075,2025-10-14T18:07:40.484634,N0044,N0116,192.0.2.151,192.0.2.75,26438,8334,outbound
CONN000361,2025-10-14T17:43:44.639075,2025-10-14T18:06:13.484634,N0050,N0045,198.51.100.15,203.0.113.18,38507,8334,outbound
CONN000362,2025-10-14T17:45:16.639075,2025-10-14T18:05:35.484634,N0089,N0045,203.0.113.245,203.0.113.18,10123,8334,outbound
CONN000363,2025-10-14T17:46:13.639075,2025-10-14T18:08:21.484634,N0045,N0126,203.0.113.18,203.0.113.215,10587,8333,outbound
CONN000364,2025-10-14T17:44:48.639075,2025-10-14T18:06:30.484634,N0045,N0127,203.0.113.18,198.51.100.237,28621,8333,outbound
CONN000365,2025-10-14T17:47:51.639075,2025-10-14T18:07:13.484634,N0045,N0140,203.0.113.18,203.0.113.139,17519,8333,outbound
CONN000366,2025-10-14T17:44:17.639075,2025-10-14T18:05:49.484634,N0072,N0046,192.0.2.18,198.51.100.202,31030,18333,outbound
CONN000367,2025-10-14T17:45:55.639075,2025-10-14T18:04:12.484634,N0046,N0092,198.51.100.202,203.0.113.251,63206,8333,outbound
CONN000368,2025-10-14T17:45:16.639075,2025-10-14T18:06:57.484634,N0046,N0142,198.51.100.202,203.0.113.188,29874,8333,outbound
CONN000369,2025-10-14T17:47:21.639075,2025-10-14T18:06:42.484634,N0047,N0108,203.0.113.145,198.51.100.228,22039,8333,outbound
CONN000370,2025-10-14T17:46:48.639075,2025-10-14T18:08:14.484634,N0130,N0047,192.0.2.17,203.0.113.145,21614,8333,outbound
CONN000371,2025-10-14T17:45:07.639075,2025-10-14T18:06:52.484634,N0048,N0087,203.0.113.128,198.51.100.122,20124,8333,outbound
CONN000372,2025-10-14T17:44:19.639075,2025-10-14T18:09:03.484634,N0149,N0048,203.0.113.75,203.0.113.128,52271,8333,outbound
CONN000373,2025-10-14T17:45:18.639075,2025-10-14T18:06:32.484634,N0049,N0060,198.51.100.108,203.0.113.133,54533,8333,outbound
CONN000374,2025-10-14T17:45:24.639075,2025-10-14T18:05:07.484634,N0073,N0049,198.51.100.156,198.51.100.108,62107,8333,outbound
CONN000375,2025-10-14T17:43:51.639075,2025-10-14T18:05:41.484634,N0075,N0051,192.0.2.139,198.51.100.238,45700,8333,outbound
CONN000376,2025-10-14T17:48:17.639075,2025-10-14T18:08:05.484634,N0096,N0051,192.0.2.29,198.51.100.238,62822,8333,outbound
CONN000377,2025-10-14T17:44:46.639075,2025-10-14T18:06:38.484634,N0116,N0051,192.0.2.75,198.51.100.238,55502,8333,outbound
CONN000378,2025-10-14T17:45:01.639075,2025-10-14T18:08:24.484634,N0120,N0051,198.51.100.87,198.51.100.238,10145,8333,outbound
CONN000379,2025-10-14T17:46:27.639075,2025-10-14T18:06:18.484634,N0128,N0051,198.51.100.116,198.51.100.238,44190,8333,outbound
CONN000380,2025-10-14T17:44:54.639075,2025-10-14T18:07:22.484634,N0053,N0097,203.0.113.141,203.0.113.154,5871,8333,outbound
CONN000381,2025-10-14T17:44:25.639075,2025-10-14T18:09:07.484634,N0053,N0132,203.0.113.141,192.0.2.40,27291,8433,outbound
CONN000382,2025-10-14T17:44:56.639075,2025-10-14T18:08:47.484634,N0061,N0054,198.51.100.224,198.51.100.97,3433,8333,outbound
CONN000383,2025-10-14T17:45:26.639075,2025-10-14T18:08:43.484634,N0118,N0054,198.51.100.204,198.51.100.97,39940,8333,outbound
CONN000384,2025-10-14T17:47:47.639075,2025-10-14T18:05:04.484634,N0138,N0055,192.0.2.191,198.51.100.169,51418,8333,outbound
CONN000385,2025-10-14T17:45:29.639075,2025-10-14T18:05:34.484634,N0056,N0070,203.0.113.235,203.0.113.7,43425,8333,outbound
